Smiles,Adduct,CCS
CCOC(=O)CN(S(=O)(=O)c1cc(Br)ccc1Br)CC(C)C,[M-H]-,197.19
CCOC(=O)c1c(CSc2nnnn2C2CC2)nc2c(c1c1ccccc1)cccc2,[M-H]-,201.73
CCOC(=O)CNC(=O)Nc1cc(nn1c1ccccc1)C(C)(C)C,[M-H]-,189.87
CCOC(=O)c1sc(nc1C)NC(=O)c1ccccc1c1ccccc1,[M-H]-,191.86
CCOC(=O)c1ccoc1COC(=O)c1ccc(cc1)N1CCCS1(=O)=O,[M-H]-,187.54
CCOC(=O)c1ccoc1COC(=O)c1ccc(cc1)CS(=O)(=O)C,[M-H]-,189.38
CCOC(=O)CSc1nnc2n1c1ccccc1[nH]2,[M-H]-,157.45
CCOC(=O)Cc1csc(n1)SCc1cc(=O)n2c(n1)ccc(c2)C,[M-H]-,195.8
CCOC(=O)c1c(NC(=O)CNc2cccc(c2C)C)sc(c1C)C(=O)NC,[M-H]-,202.77
CCOC(=O)c1c(NC(=O)CNc2ccccc2CC)sc(c1C)C(=O)NC,[M-H]-,201.94
CCOC(=O)c1c(scc1C1CC1)NC(=O)CSc1nc(C)cc(n1)N,[M-H]-,202.83
CCOC(=O)c1ccccc1NC(=O)COC(=O)c1ccccc1OC(F)F,[M-H]-,183.65
CCOC(=O)c1ccccc1NC(=O)COC(=O)c1ccc(cc1)COC,[M-H]-,191.59
CCOC(=O)C=C1SC(C(=O)N1CC(=O)c1ccc(cc1)Br)C,[M-H]-,189.33
CCOC(=O)C=c1sc(=Cc2ccccc2OC)c(=O)n1CC(=O)N1CCOCC1,[M-H]-,201.53
CCOC(=O)C=c1sc(=Cc2ccc(cc2)CC)c(=O)n1CC(=O)N1CCOCC1,[M-H]-,192.94
CCOC(=O)C=c1sc(=Cc2ccc(cc2)F)c(=O)n1CC(=O)N1CCCC(C1)C,[M-H]-,205.99
CCOC(=O)c1c(N)sc2c1CCSC2,[M-H]-,147.03
CCOC(=O)C(=c1cc(C)c2c([nH]1)cccc2)C#N,[M-H]-,162.84
CCOC(=O)C(c1ccc(cn1)C(F)(F)F)C#N,[M-H]-,151.2
CCOC(=O)C1=C(COc2ccccc2)NC(=O)NC1c1ccccc1,[M-H]-,181.33
CCOC(=O)c1c(C)oc2c1c(=O)n(cn2)CC(=O)Nc1cc(nn1C1CCS(=O)(=O)C1)C,[M-H]-,208.99
CCOC(=O)c1oc2c(c1COC(=O)c1ccc(o1)Cn1ccccc1=O)cccc2,[M-H]-,204.47
CCOC(=O)c1cn[nH]c1S(=O)(=O)N1CCC1c1ccccc1,[M-H]-,176.81
CCOC(=O)C(=Cc1ccc(c(c1)OC)OC)C1=Nn2c(SC1)nnc2C,[M-H]-,190.44
CCOC(=O)c1cn[nH]c1S(=O)(=O)N1CCCc2c1ccc(c2)C,[M-H]-,178.68
CCOC(=O)c1cc(Cl)c(c(c1)Cl)O,[M-H]-,145.22
CCOC(=O)c1sc2c(c1Cn1ncc(c(c1=O)Cl)Cl)c(F)ccc2,[M-H]-,184.81
CCOC(=O)c1sc(cc1NC(=O)CN1CCOCC1)c1ccccc1,[M-H]-,186.72
CCOC(=O)C=Cc1ccc(cc1)NC(=O)c1c(C)noc1C,[M-H]-,182.84
CCOC(=O)C=Cc1ccc(cc1)NC(=O)c1cccnc1,[M-H]-,177.54
CCOC(=O)c1sc(cc1C)NC(=O)CN1CCCC(C1)C(F)(F)F,[M-H]-,192.25
CCOC(=O)C1=C(CN(Cc2ccc(c(c2)OC)OC)C)NC(=O)NC1c1ccccc1,[M-H]-,206.76
CCOC(=O)C1=C(CSc2nnc(n2CC)N2CCOCC2)NC(=O)NC1,[M-H]-,191.65
CCOC(=O)N1CCC(CC1)NC(=O)c1ccc(n1C)C,[M-H]-,171.72
CCOC(=O)C1=C(C)NC(=S)NC1c1cccc(c1OC)OC,[M-H]-,179.62
CCOC(=O)C1=C(C)NC(=S)NC1c1ccc(cc1Cl)Cl,[M-H]-,174.6
CCOC(=O)C1CSCCN1S(=O)(=O)c1c(Cl)c(C)cc(c1C)Cl,[M-H]-,203.23
CCOC(=O)c1c(C)[nH]c(c1C(=O)CSc1nnc(n1c1ccccc1)c1ccccc1F)C,[M-H]-,202.65
CCOC(=O)N1CCN(CC1)C(=O)CSc1nnc(n1c1ccccc1)c1ccc2c(c1)OCO2,[M-H]-,207.57
CCOC(=O)CCCNC(=O)COc1ncnc2c1c(cs2)c1ccc(cc1)Cl,[M-H]-,215.99
CCOC(=O)c1c(C)[nH]c(c1C(=O)CSc1nnc(n1CC(C)C)c1ccco1)C,[M-H]-,193.0
CCOC(=O)c1c(C)[nH]c(c1c1csc(n1)N)C,[M-H]-,159.98
CCOC(=O)c1c(C)[nH]c(c1C(=O)CC#N)C,[M-H]-,152.1
CCOC(=O)C1=C(NC(=S)NC1c1ccc2c(c1)OCO2)C(F)(F)F,[M-H]-,179.78
CCOC(=O)n1ncc(c1)C(=O)c1ccccc1O,[M-H]-,152.83
CCOC(=O)N1CCC(CC1)NC(=O)CCc1c(C)nc2n(c1C)nc(c2)C,[M-H]-,216.05
CCOC(=O)c1ccc(cc1)NC(=O)CCNC(=O)C,[M-H]-,172.32
CCOC(=O)C1=C(C)NC(=S)NC1c1ccc(c(c1)Br)OC,[M-H]-,182.57
CCOC(=O)c1ccc(cc1)N1CC(=O)N(C1=S)CC,[M-H]-,173.19
CCOC(=O)N1CCC(CC1)NS(=O)(=O)c1ccc(cc1F)Cl,[M-H]-,184.47
CCOC(=O)C1=C(CO)NC(=O)NC1c1ccc(cc1)Cl,[M-H]-,170.08
CCOC(=O)C1=C(C)NC(=S)NC1c1ccc(c(c1)OC)OCC,[M-H]-,186.53
CCOC(=O)C1=C(NC(=S)NC1c1ccc(cc1)F)C(F)(F)F,[M-H]-,169.87
CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(cc1)F,[M-H]-,161.69
CCOC(=O)C1=C(C)NC2=C(C1c1ccc(cc1)OC)C(=O)CC(C2)(C)C,[M-H]-,194.07
CCOC(=O)C1=C(COC(=O)C=CCC)NC(=O)NC1c1ccc(cc1)OC,[M-H]-,194.28
CCOC(=O)c1ccc(cc1)n1cnc2c(c1=O)cccc2,[M-H]-,192.07
CCOC(=O)N1CCN(CC1)C(=O)c1cc2c(o1)ccc(c2)Cl,[M-H]-,193.08
CCOC(=O)c1ccc(cc1)S(=O)(=O)NC1CC1,[M-H]-,163.41
CCOC(=O)c1ccc(cc1)S(=O)(=O)NC(C)C,[M-H]-,164.88
CCOC(=O)c1c(NC(=O)N2CCN(CC2)c2ncccn2)sc(c1C)C,[M-H]-,198.83
CCOC(=O)N1CCC(CC1)C(=O)NCc1ccc(cc1)CN1CCC(CC1)C,[M-H]-,228.67
CCOC(=O)N1CCC(CC1)C(=O)Nc1cc(F)ccc1F,[M-H]-,174.69
CCOC(=O)N1CCN(CC1)Cc1csc(n1)CC(=O)Nc1cc(C)ccc1C,[M-H]-,209.7
CCOC(=O)c1sc2c(c1C)c(NCCNC(=O)C)ncn2,[M-H]-,177.97
CCOC(=O)N1CCC(CC1)Nc1cccc(c1C#N)F,[M-H]-,171.31
CCOC(=O)c1sc2c(c1C)c(NCC(O)C)ncn2,[M-H]-,168.48
CCOC(=O)C1=C(COC(=O)c2ccccc2S(=O)(=O)C)NC(=O)NC1C,[M-H]-,193.52
CCOC(=O)c1ccc(cc1)S(=O)(=O)NCCc1ccccc1,[M-H]-,184.08
CCOC(=O)c1ccc(cc1)S(=O)(=O)NCCCC(=O)OC,[M-H]-,181.49
CCOC(=O)C1=C(COC(=O)C2CCCC2)NC(=O)NC1c1ccc(cc1)OC,[M-H]-,198.71
CCOC(=O)N1CCN(CC1)C(=O)CSc1nn2c(n1)nc(cc2C)C,[M-H]-,187.39
CCOC(=O)N1CCN(CC1)C(=O)CSc1nc2c([nH]1)cc(cn2)Cl,[M-H]-,186.61
CCOC(=O)c1c(C)[nH]c(c1C(=O)CSc1nc2c(s1)cccc2)C,[M-H]-,189.47
CCOC(=O)c1c(C)[nH]c(c1C(=O)CSc1nc2c(o1)cccc2)C,[M-H]-,185.8
CCOC(=O)N1CCN(CC1)CC(=O)c1c[nH]c2c1cccc2,[M-H]-,182.42
CCOC(=O)c1c(C)[nH]c(c1C(=O)COC(=O)c1ccc2c(c1)OCCO2)C,[M-H]-,193.38
CCOC(=O)N1CCC(CC1)NC(=O)COc1ccc2c(c1)CCC2,[M-H]-,172.25
CCOC(=O)N1CCN(CC1)C(=O)C(=O)c1c(C)[nH]c2c1cccc2,[M-H]-,186.26
CCOC(=O)c1c(C)[nH]c(c1C(=O)COC(=O)c1cc2ccccc2cc1O)C,[M-H]-,194.51
CCOC(=O)C1=C(C)N(C)C(=O)NC1c1ccccc1OC(F)F,[M-H]-,190.2
CCOC(=O)N1CCC(CC1)NC(=O)C(NC(=O)c1ccco1)C,[M-H]-,194.63
CCOC(=O)N1CCN(CC1)C(=O)CCc1c[nH]c2c1cccc2,[M-H]-,175.61
CCOC(=O)N1CCN(CC1)CC(COc1ccc(cc1C)C(C)(C)C)O,[M-H]-,181.38
CSCCC(=O)Nc1ccc(cc1)C(=O)OCC,[M-H]-,167.64
COCCN1CCN(CC1)S(=O)(=O)c1ccc(cc1)C(=O)OCC,[M-H]-,193.66
CCOC(=O)N1CCC(CC1)NS(=O)(=O)c1ccc(cc1)C(=O)OC,[M-H]-,194.33
CCOC(=O)C1=C(C)N(C(=O)N(C1c1ccc(cc1)C(=O)OC)C)C,[M-H]-,194.94
CCOC(=O)c1ccc(cc1)S(=O)(=O)N(C(C(C)C)C)C1CC1,[M-H]-,194.07
CCOC(=O)c1sc2c(c1C)c(NCC(=O)NC(C)(C)C)nc(n2)C,[M-H]-,194.01
CCCN(S(=O)(=O)c1ccc(cc1)C(=O)OCC)C(C(=O)Nc1ccccc1)C,[M-H]-,198.15
CCOC(=O)C1CSCCN1Cn1nc(n(c1=S)CC1CCCO1)c1c[nH]c2c1cccc2,[M-H]-,217.13
CCOC(=O)C1=C(COC(=O)c2c(C)onc2c2ccccc2Cl)NC(=O)NC1CC,[M-H]-,202.12
CCOC(=O)c1sc2c(c1C)c(nc(n2)CN1CCOCC1)NC(c1ccccc1)C1CC1,[M-H]-,220.62
CCOC(=O)C1=C(NC(=O)NC1c1ccccc1)CN(c1ccccc1)C,[M-H]-,187.43
CCOC(=O)CCCn1c(=O)c2cccc3c2c(c1=O)ccc3,[M-H]-,193.02
CCOC(=O)CCCNC(=O)CNC(=O)c1ccc(c(c1)Cl)Cl,[M-H]-,191.82
CCOC(=O)N1CCN(CC1)C(=O)CNC(=O)c1cc(C)cc(c1)C,[M-H]-,197.23
CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(c(c1)OC)OCc1ccccc1Cl,[M-H]-,203.23
CCOC(=O)N1CCN(CC1)C(=O)c1cc2c(s1)c1ccccc1OC2,[M-H]-,179.24
CCOC(=O)N1CCC(CC1)Nc1ncnc2c1oc1c2cccc1,[M-H]-,188.64
CCOC(=O)c1c(NC(=O)CN2CC(C)CC(C2)C)oc(c1C(=O)C)C,[M-H]-,189.57
CCOC(=O)c1c(NC(=O)CN2CCCCCCC2)oc(c1C(=O)C)C,[M-H]-,193.4
CCOC(=O)c1cnc(nc1N)SCC(=O)c1ccc2c(c1)OCO2,[M-H]-,185.22
CCOC(=O)c1ccc2c(c1)n(Cc1ccccc1)c(=O)c(=O)n2CC,[M-H]-,186.79
CCOC(=O)c1c(C)[nH]cc1Cc1ccccc1,[M-H]-,157.55
CCOC(=O)c1c(NC(=O)c2cc(F)c(c(c2F)F)F)sc(c1CC)C,[M-H]-,182.97
CCOC(=O)c1sc2c(c1CSc1ncccn1)c(F)ccc2,[M-H]-,198.55
CCCCCN(c1sc(c(n1)C)C(=O)OCC)C(=O)CN1C(=O)NC2(C1=O)CCC(CC2)C,[M-H]-,223.46
CCOC(=O)c1c(NC(=O)c2cccc(c2)C)sc(c1C)C(=O)NC,[M-H]-,189.56
CCOC(=O)c1sc(nc1C)NC(=O)CCC(C)C,[M-H]-,173.35
CCOC(=O)c1sc(nc1C)NC(=O)c1ccsc1,[M-H]-,168.98
CCOC(=O)c1sc(nc1C)NC(=O)C=Cc1cscc1,[M-H]-,181.94
CCOC(=O)c1sc(nc1C)NC(=O)CCc1cscc1,[M-H]-,181.68
CCOC(=O)c1c(NC(=O)CNC(c2ccccc2)C(C)C)sc(c1C)C(=O)NC,[M-H]-,210.53
CCOC(=O)c1c(NC(=O)CN(c2ccccc2)C)sc(c1C)C(=O)NC,[M-H]-,196.59
CCCN(CC1=C(C(=O)OCC)C(NC(=O)N1)C)CC(=O)Nc1ccc(c(c1F)F)F,[M-H]-,201.91
CCOC(=O)C1=C(C)NC(=S)NC1c1ccc(c(c1OC)OC)OC,[M-H]-,189.11
CCOC(=O)C1=C(C)NC(=S)NC1C=Cc1ccccc1,[M-H]-,176.57
CCOC(=O)c1c(C)[nH]c(c1C)C(=O)CSc1nnc(o1)c1ccc2c(c1)OCO2,[M-H]-,193.69
CCOC(=O)c1c(C)[nH]c(c1C)C(=O)C(OC(=O)c1cccc(c1)OCc1c(C)noc1C)C,[M-H]-,205.1
CCOC(=O)c1sc(cc1C)NS(=O)(=O)c1cc(Br)ccc1OCC,[M-H]-,193.05
CCOC(=O)c1c(C)[nH]c(c1C)C(=O)N1CCCCCC1,[M-H]-,174.68
CCCCNC(=O)c1[nH]c(c(c1C)C(=O)OCC)C,[M-H]-,170.83
CCOC(=O)c1c(C)[nH]c(c1C)C(=O)NC1CCCCC1,[M-H]-,180.64
CCOC(=O)c1c(NC(=O)Cc2ccc(cc2)F)sc(c1C)C(=O)N(C)C,[M-H]-,194.55
CCCNCC(=O)Nc1scc(c1C(=O)OCC)c1cccs1,[M-H]-,176.82
CCOC(=O)c1c(C)[nH]c(c1C)C(=O)NC(c1ccco1)C,[M-H]-,180.15
CCOC(=O)c1c(C)[nH]c(c1C)C(=O)NCC(c1ccc(cc1)OC)N(C)C,[M-H]-,202.66
COCCn1c(=O)[nH]c(=O)c(c1N)N(C(=O)c1[nH]c(c(c1C)C(=O)OCC)C)Cc1ccccc1,[M-H]-,214.21
CCOC(=O)c1c(C)[nH]c(c1C)C(=O)C(OC(=O)c1ccc(cc1)N(C)C)C,[M-H]-,207.45
CCOC(=O)c1c(NC(=O)CO)sc(c1C)C(=O)C,[M-H]-,161.37
CCOC(=O)c1sc(c(c1C)C(C(F)(F)F)(c1nc2c(s1)cccc2)O)N,[M-H]-,187.79
CCOC(=O)c1oc2c(c1COC(=O)c1ccc(cc1)n1cnnn1)cc(cc2)Br,[M-H]-,205.24
Cc1c(C(=O)OCC)c2c([nH]1)ccc(c2)O,[M-H]-,147.12
CCOC(=O)c1cnn(c1C)c1ccc(cc1)NC(=O)COc1ccccc1,[M-H]-,204.7
CCOC(=O)c1sc2c(c1C)c(NCCCN1CCC(CC1)C)ncn2,[M-H]-,202.12
CCOC(=O)C1=C(Nc2n(C1c1cscc1)nnn2)c1ccccc1,[M-H]-,179.16
CCOC(=O)c1c(NC(=O)Cc2cccs2)sc2c1CCN(C2)Cc1ccccc1,[M-H]-,206.43
CCOC(=O)c1c(NC(=O)Nc2ccccc2F)sc2c1CCN(C2)CC,[M-H]-,195.11
CCOC(=O)c1c(C)oc2c1c(=O)n(cn2)CC(=O)NC(c1cccs1)C,[M-H]-,195.5
CCOC(=O)NC(=O)CSc1ncnc2c1cccc2,[M-H]-,166.08
CCOC(=O)Nc1ccc(c(c1)S(=O)(=O)N1CCOCC1)Cl,[M-H]-,175.9
CCOC(=O)NC(=O)CSc1cc(C)ccc1C,[M-H]-,165.2
CCOC(=O)NC(=O)Cn1cc(ccc1=O)C(F)(F)F,[M-H]-,160.87
CCOC(=O)NCCC(=O)N1CCN(CC1)S(=O)(=O)c1ccc(c(c1)OC)OC,[M-H]-,203.35
CCOC(=O)Nc1cccc(c1)C(=O)N(C1CCCCC1)C,[M-H]-,176.37
c1ccc(cc1)Nc1c(cccc1)C(=O)O,[M-H]-,147.46
c1(C(Cn2cncn2)(Cn2cncn2)O)c(cc(cc1)F)F,[M-H]-,167.64
CC(OC(=O)c1nn(c2c1CCCC2)c1ccc(cc1)F)C,[M-H]-,170.56
CC(OC(=O)C1=C(C)N(C(=O)NC1c1ccc(cc1)F)C1CC1)C,[M-H]-,172.27
CC1CCN(CC1)C(=O)c1[nH]c(c(c1C)C(=O)OC(C)C)C,[M-H]-,182.27
CCCNC(=O)c1[nH]c(c(c1C)C(=O)OC(C)C)C,[M-H]-,170.6
C=CCNC(=O)c1[nH]c(c(c1C)C(=O)OC(C)C)C,[M-H]-,167.38
CC(OC(=O)c1c(C)[nH]c(c1C)C(=O)NCc1cccnc1)C,[M-H]-,184.3
CCCn1c(SCC(=O)Nc2sc3c(c2C(=O)OC(C)C)CCCC3)nc(cc1=O)O,[M-H]-,209.92
CC(OC(=O)c1cccc(c1)NC(=O)c1cccs1)C,[M-H]-,172.05
CC(OC(=O)c1ccc(cc1)NC(=O)c1c(C)noc1C)C,[M-H]-,177.08
CC(OC(=O)c1ccc(cc1)NC(=O)CCC(=O)N1CCOCC1)C,[M-H]-,191.52
CCCCNC(=O)c1[nH]c(c(c1C)C(=O)OC(C)C)C,[M-H]-,176.66
CC(NC(=O)CNC(=O)c1[nH]c(c(c1C)C(=O)OC(C)C)C)C,[M-H]-,183.97
Clc1cccc(c1)S(=O)(=O)N,[M-H]-,132.87
c1c(c(ccc1)C(=O)O)Nc1cccc(c1C)C,[M-H]-,159.54
COC(=O)[C@@H](Cc1c[nH]c2c1cccc2)NC(=O)CCCN1C(=O)c2c(C1=O)cccc2,[M-H]-,206.21
COC(=O)[C@@H](Cc1c[nH]c2c1cccc2)NC(=O)c1ccc(cc1)OC,[M-H]-,186.23
COC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)Cc1ccccc1,[M-H]-,194.05
COC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)c1ccccc1,[M-H]-,188.67
COC(=O)c1ccc(=O)n(c1)CC(=O)NCc1ccc(c(c1)OC)OC,[M-H]-,191.0
COC(=O)c1ccc(=O)n(c1)CC(=O)NC(c1ccc2c(c1)OCCO2)C,[M-H]-,195.19
COC(=O)c1ccc(=O)n(c1)CC(=O)NCCC1=CCCCC1,[M-H]-,172.28
COC(=O)C1(CCCCCC1)NC(=O)c1cc2c(o1)cccc2,[M-H]-,180.08
CCOc1cccc(c1OC)C1NC(=S)N(C(=C1C(=O)OC)C)c1ccc2c(c1)OCCO2,[M-H]-,203.36
COC(=O)C1=C(C)N(C(=S)NC1c1cc(OC)c(c(c1)OC)OC)c1ccc2c(c1)OCCO2,[M-H]-,207.91
C=CCn1c(SCC(=O)N2CCC(CC2)C(=O)OC)nc2c(c1=O)c(cs2)c1ccco1,[M-H]-,206.15
COC(=O)C1CCN(CC1)C(=O)Cn1cnc2c(c1=O)c(C)c(s2)C,[M-H]-,198.88
COCCN1C(=O)NC(C(=C1C)C(=O)OC)c1cc(OC)c(c(c1)OC)OC,[M-H]-,203.84
COC(=O)C1(CCCCC1)NC(=O)c1ccc(c(c1)Cl)Cl,[M-H]-,175.69
COC(=O)C1(CCCCC1)NC(=O)c1cc(F)cc(c1)F,[M-H]-,166.57
COC(=O)C1(CCCCC1)NC(=O)c1cc(C)nc2c1ccc(c2)F,[M-H]-,183.15
COC(=O)c1cn(c2c1cccc2)Cc1cc(ccc1OC)C(=O)C,[M-H]-,185.06
COC(=O)C1(CCCCC1)NS(=O)(=O)N(C)C,[M-H]-,155.34
COC(=O)c1cn(c2c1cccc2)CC(=O)Nc1ccccc1,[M-H]-,177.61
COC(=O)C1CCN(CC1)C(=O)COc1ncnc2c1c(cs2)c1ccccc1,[M-H]-,216.42
COC(=O)C1(CCCCC1)NC(=O)c1ccc(cc1)S(=O)(=O)N(C)C,[M-H]-,191.35
COC(=O)C1(CCCCC1)NC(=O)c1ccc(cc1)S(=O)(=O)N1CCCCC1,[M-H]-,206.7
COC(=O)c1ccc(=O)n(c1)CC(=O)Nc1cccc(c1)Cl,[M-H]-,174.69
COC(=O)c1ccc(=O)n(c1)CC(=O)Nc1cccc(c1)C,[M-H]-,173.39
COC(=O)c1nn(cc1O)c1ccc(cc1)c1ccccc1,[M-H]-,177.23
COC(=O)c1ccc(=O)n(c1)CC(=O)N(c1ccccc1)C(C)C,[M-H]-,190.86
CCCc1nc(SCC(=O)N2CCC(CC2)C(=O)OC)nc(c1)O,[M-H]-,186.51
COC(=O)C1CCN(CC1)C(=O)CN1CCCC1c1cccc(c1)OC,[M-H]-,193.41
CCOc1ccc(cc1)C1CCCN1CC(=O)N1CCC(CC1)C(=O)OC,[M-H]-,191.62
COC(=O)c1cc(cn2c1nc1sc(c(c1c2=O)C)C)C(=O)c1ccccc1O,[M-H]-,197.05
COC(=O)C1=C(C)NC(=O)N(C1c1ccc2c(c1)OCO2)C(=O)C,[M-H]-,176.8
CCCCN1C(=C(C(=Cc2cccc(c2O)OCC)C1=O)C(=O)OC)C,[M-H]-,194.82
COC(=O)C1=C(C)N(C(=S)NC1c1ccccc1)C1CC1,[M-H]-,178.62
COC(=O)c1c(NCC(=O)NC2(CCCCC2)C#N)cccc1C,[M-H]-,186.13
CCC(CN(CN1C(=O)NC2(C1=O)CCCCc1c2cccc1)CC(=O)OC)CC,[M-H]-,193.63
COC(=O)C(NS(=O)(=O)c1cccc2c1nsn2)Cc1c[nH]c2c1cccc2,[M-H]-,190.21
COC(=O)C(NC(=O)C(c1ccccc1)c1ccccc1)Cc1ccc(cc1)O,[M-H]-,204.55
COC(=O)c1cc(OC)c(c(c1NS(=O)(=O)c1ccc2c(c1)CCC2)OC)OC,[M-H]-,197.44
COC(=O)CN1C(=O)NC(C1=O)(c1ccccc1)c1ccccc1,[M-H]-,173.55
COC(=O)c1ccccc1NC(=O)CNC(c1ccccc1Cl)C,[M-H]-,178.09
COC(=O)Cc1cc(=O)[nH]c(n1)SCC(=O)N1CCc2c1cccc2,[M-H]-,187.9
COC(=O)c1ccccc1NC(=O)COC(=O)CCNS(=O)(=O)c1ccc2c(c1)OCCCO2,[M-H]-,202.37
COC(=O)c1ccccc1NC(=O)Cn1cnc2c(c1=O)cnn2c1ccccc1,[M-H]-,196.48
COC(=O)c1ccccc1NC(=O)Cn1nnc(n1)c1cccc(c1)C(F)(F)F,[M-H]-,190.85
COC(=O)c1ccccc1NC(=O)CSc1ncnc2c1ccs2,[M-H]-,181.77
COC(=O)COC(=O)c1c(NC(=O)C)sc2c1CCCC2,[M-H]-,172.53
COC(=O)C(c1ccccc1Cl)Sc1nnc(s1)NC1CC1,[M-H]-,180.04
COC(=O)c1cc(ccc1NS(=O)(=O)C1=Cc2c(CC1)cccc2)N1CCOCC1,[M-H]-,206.37
COC(=O)c1cnc(s1)NC(=O)c1cccc(c1)F,[M-H]-,158.78
COC(=O)C(OC(=O)C12CC3CC(C1)CC(C2)(C3)c1ccccc1)C,[M-H]-,201.28
COC(=O)C(Cc1ccccc1)NC(=O)CCC(=O)c1ccc(cc1)c1ccccc1,[M-H]-,218.61
COC(=O)c1ccccc1S(=O)(=O)N1CCC(CC1)C(=O)Nc1ccccc1n1nc(cc1C)C,[M-H]-,210.43
COC(=O)c1c(cccc1C)NC(=O)c1ccc(cc1)C#N,[M-H]-,168.32
COC(=O)Cn1c(S)nc2c(c1=O)cccc2,[M-H]-,151.11
COC(=O)C(C(C)C)NS(=O)(=O)c1cc(Br)ccc1OC,[M-H]-,206.28
COC(=O)c1cnc(s1)NC(=O)c1ccc(o1)Br,[M-H]-,163.46
COC(=O)CC1Sc2ccc(cc2NC1=O)Cl,[M-H]-,155.88
COC(=O)c1c(C)[nH]c(c1C)C(=O)N1CCN(CC1)c1ccccc1,[M-H]-,191.13
CCCCCNC(=O)c1[nH]c(c(c1C)C(=O)OC)C,[M-H]-,171.29
COC(=O)c1c(C)[nH]c(c1C)C(=O)NCCOc1ccccc1,[M-H]-,182.98
C=CCNC(=O)c1[nH]c(c(c1C)C(=O)OC)C,[M-H]-,155.79
COC(=O)c1c(C)[nH]c(c1C)C(=O)C(Sc1nnnn1c1ccc(cc1)OC(F)(F)F)C,[M-H]-,194.96
COC(=O)c1c(C)[nH]c(c1C)C(=O)C(Sc1ccccc1)C,[M-H]-,177.19
COC(=O)c1c(C)[nH]c(c1C)C(=O)N1CCN(CC1)Cc1cccs1,[M-H]-,195.98
COC(=O)c1c(C)[nH]c(c1C)c1csc(n1)CC(=O)N1CCOCC1,[M-H]-,188.92
COC(=O)c1c(C)[nH]c(c1C)C(=O)Cn1cc(ccc1=O)C(F)(F)F,[M-H]-,179.47
COC(=O)c1c(C)[nH]c(c1C)C(=O)Cn1nnc(n1)c1cscc1,[M-H]-,186.88
COC(=O)c1c(C)oc(c1S(=O)(=O)N1CCN(CC1)C(=O)c1ccc(cc1)N1CCOCC1)C,[M-H]-,217.01
COC(=O)CNC(=O)c1ccc2c(c1O)cccc2,[M-H]-,157.82
COC(=O)CSc1nc2c(n1c1ccccc1)cccc2,[M-H]-,174.47
CSCCC(C(=O)OC)NC(=O)c1cc(C)nc2c1cccc2,[M-H]-,184.33
COC(=O)C(Cc1c[nH]c2c1cccc2)NC(=O)c1ccc(c(c1)F)F,[M-H]-,178.4
COC(=O)CNC(=O)c1cc2c([nH]1)cc(cc2C)C,[M-H]-,165.63
COC(=O)CNC(=O)c1ccc(cc1)NC(=O)c1ccccc1,[M-H]-,182.11
COC(=O)c1c(CN2CCC(CC2)O)nc2c(c1c1ccccc1)cccc2,[M-H]-,200.6
COC(=O)c1c(nc2c(c1C)cccc2)Cn1cc(Br)ccc1=O,[M-H]-,185.59
COC(=O)C(NC(=O)c1c(C)onc1c1ccccc1)Cc1ccccc1,[M-H]-,186.66
CCCn1c(SC(C(=O)OC)C)nc2c(c1=O)ccc(c2)Cl,[M-H]-,180.61
COC(=O)C(NC(=O)NC1CCCCC1)CCSC,[M-H]-,183.84
COC(=O)c1ccc2c(c1)nc(n(c2=O)c1ccccc1)SCC1CCCCO1,[M-H]-,191.64
COC(=O)c1ccccc1NC(=O)C1CC(=O)N(C1)c1ccccc1OC,[M-H]-,186.9
COC(=O)CC1C(=O)NCCN1S(=O)(=O)c1ccc(cc1)Br,[M-H]-,184.12
COC(=O)CC1C(=O)NCCN1C(=O)c1ccc(cc1)Cl,[M-H]-,170.46
COC(=O)C(NC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C)Cc1ccccc1,[M-H]-,203.34
COC(=O)C(Cc1ccc(cc1)O)NC(=O)C(N1C(=O)C2C(C1=O)CC=CC2)C,[M-H]-,194.85
COC(=O)C(Cc1c[nH]c2c1cccc2)NC(=O)COc1ccc(cc1C)C,[M-H]-,184.55
COC(=O)CC1N(CCc2c1cc(OC)c(c2)OC)C(=O)c1cccc(c1)C#N,[M-H]-,187.75
COC(=O)c1ccccc1NC(=O)CN1C(=O)CSc2c1cccc2,[M-H]-,183.95
COC(=O)C(Cc1ccccc1)NC(=O)Cc1ccc(cc1)Br,[M-H]-,188.83
COC(=O)CC1c2cc(OC)c(cc2CCN1C(=O)c1ccc(cc1)Cl)OC,[M-H]-,186.8
COC(=O)C(Cc1c[nH]c2c1cccc2)NC(=O)Cc1ccc(cc1)Cl,[M-H]-,192.46
CSCCC(C(=O)NC(C(=O)OC)C)NS(=O)(=O)c1ccc(cc1)C,[M-H]-,189.43
COC(=O)C(Cc1ccccc1)NC(=O)Cc1ccc(cc1)C,[M-H]-,175.4
COC(=O)c1ccccc1NC(=O)Cn1cnc2c(c1=O)cccc2,[M-H]-,176.42
CCc1ccc2c(c1)occ2CC(=O)Nc1cc(OC)c(cc1C(=O)OC)OC,[M-H]-,202.45
